transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date
7916,28,1049,2017-03-17 00:00:00,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05 00:00:00
7917,12,1307,2017-05-23 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2013-09-16 00:00:00
7918,78,651,2017-12-12 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2004-07-25 00:00:00
7919,66,279,2017-02-01 00:00:00,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2010-11-05 00:00:00
7920,31,1957,2017-01-16 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10 00:00:00
7921,73,1167,2017-09-04 00:00:00,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31 00:00:00
7922,43,1982,2017-02-07 00:00:00,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2013-09-16 00:00:00
7923,42,2028,2017-11-20 00:00:00,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,2007-12-11 00:00:00
7924,7,1534,2017-08-30 00:00:00,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28 00:00:00
7925,9,1349,2017-08-26 00:00:00,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,1991-11-07 00:00:00
7926,50,1864,2017-11-29 00:00:00,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16 00:00:00
7927,89,182,2017-02-06 00:00:00,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,1999-07-26 00:00:00
7928,47,3219,2017-12-03 00:00:00,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-01 00:00:00
7929,7,280,2017-07-02 00:00:00,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-09-28 00:00:00
7930,85,2921,2017-08-07 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2015-08-02 00:00:00
7931,18,641,2017-06-11 00:00:00,1,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12 00:00:00
7932,80,149,2017-01-14 00:00:00,0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1991-07-10 00:00:00
7933,13,891,2017-07-29 00:00:00,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1993-04-12 00:00:00
7934,26,2112,2017-12-28 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,1993-05-26 00:00:00
7935,30,1346,2017-11-07 00:00:00,1,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10 00:00:00
7936,59,963,2017-03-25 00:00:00,1,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05 00:00:00
7937,34,2654,2017-06-01 00:00:00,0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,2003-03-18 00:00:00
7938,65,245,2017-06-02 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21 00:00:00
7939,65,2976,2017-10-24 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-04-11 00:00:00
7940,79,1765,2017-11-14 00:00:00,1,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16 00:00:00
7941,68,3409,2017-07-11 00:00:00,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20 00:00:00
7942,69,742,2017-01-22 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02 00:00:00
7943,40,2986,2017-06-04 00:00:00,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02 00:00:00
7944,49,2464,2017-05-29 00:00:00,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04 00:00:00
7945,94,1561,2017-04-28 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2004-01-16 00:00:00
7946,99,2103,2017-08-20 00:00:00,1,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10 00:00:00
7947,31,1232,2017-12-26 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10 00:00:00
7948,34,1165,2017-08-20 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17 00:00:00
7950,79,2427,2017-09-12 00:00:00,1,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16 00:00:00
7951,19,23,2017-08-03 00:00:00,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2007-08-04 00:00:00
7952,79,1625,2017-07-18 00:00:00,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2016-07-09 00:00:00
7953,0,1727,2017-07-10 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10 00:00:00
7954,17,3048,2017-05-02 00:00:00,0,Approved,Solex,Standard,high,medium,1024.66,614.8,1996-11-09 00:00:00
7956,6,577,2017-03-25 00:00:00,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,1991-11-07 00:00:00
7957,21,1471,2017-04-16 00:00:00,1,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05 00:00:00
7958,19,2374,2017-05-30 00:00:00,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08 00:00:00
7959,0,1678,2017-05-28 00:00:00,0,Approved,Solex,Standard,medium,medium,71.49,53.62,1991-11-07 00:00:00
7960,38,308,2017-09-19 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2012-09-15 00:00:00
7961,17,1087,2017-09-01 00:00:00,0,Approved,Solex,Standard,high,medium,1024.66,614.8,2016-02-04 00:00:00
7962,25,464,2017-12-17 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,1999-06-23 00:00:00
7963,25,3422,2017-11-28 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04 00:00:00
7964,0,2990,2017-02-06 00:00:00,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2009-03-08 00:00:00
7965,98,1613,2017-07-06 00:00:00,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16 00:00:00
7966,93,2399,2017-02-14 00:00:00,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2011-05-09 00:00:00
7967,64,1437,2017-08-09 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18 00:00:00
7968,90,2684,2017-07-26 00:00:00,1,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2000-11-03 00:00:00
7969,71,1867,2017-06-01 00:00:00,0,Approved,Solex,Standard,high,large,1842.92,1105.75,1995-10-24 00:00:00
7970,13,725,2017-02-01 00:00:00,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,1999-12-04 00:00:00
7971,42,103,2017-01-14 00:00:00,0,Approved,OHM Cycles,Road,medium,small,1810,1610.9,1993-04-12 00:00:00
7972,73,3074,2017-06-24 00:00:00,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,1997-01-25 00:00:00
7973,33,891,2017-12-10 00:00:00,0,Cancelled,OHM Cycles,Road,medium,small,1810,1610.9,1993-04-12 00:00:00
7975,69,1195,2017-11-01 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02 00:00:00
7976,38,3359,2017-04-10 00:00:00,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,2011-03-16 00:00:00
7977,36,3118,2017-11-30 00:00:00,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11 00:00:00
7978,46,2942,2017-02-17 00:00:00,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20 00:00:00
7979,22,1158,2017-07-05 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,1993-07-15 00:00:00
7980,0,2645,2017-02-23 00:00:00,0,Approved,Solex,Standard,medium,medium,441.49,84.99,1997-02-09 00:00:00
7981,12,1987,2017-06-09 00:00:00,1,Cancelled,WeareA2B,Standard,medium,medium,1231.15,161.6,2004-08-17 00:00:00
7982,93,3242,2017-03-26 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,1991-11-07 00:00:00
7983,24,2184,2017-10-17 00:00:00,1,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07 00:00:00
7984,91,272,2017-09-30 00:00:00,1,Approved,Solex,Standard,medium,medium,100.35,75.26,2016-03-29 00:00:00
7985,0,3347,2017-05-04 00:00:00,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1991-08-05 00:00:00
7986,75,1313,2017-02-15 00:00:00,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,2006-05-22 00:00:00
7987,52,2119,2017-01-09 00:00:00,0,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25 00:00:00
7988,20,307,2017-11-06 00:00:00,1,Cancelled,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2011-05-07 00:00:00
7989,18,3169,2017-02-17 00:00:00,0,Approved,Solex,Standard,medium,medium,575.27,431.45,2009-03-08 00:00:00
7990,98,2293,2017-01-18 00:00:00,0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,2004-01-16 00:00:00
7991,51,2440,2017-10-09 00:00:00,1,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,2012-04-10 00:00:00
7992,48,994,2017-06-30 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,1997-02-09 00:00:00
7993,79,1181,2017-04-19 00:00:00,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09 00:00:00
7994,87,1914,2017-10-28 00:00:00,0,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,1997-08-25 00:00:00
7995,7,2139,2017-04-18 00:00:00,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2004-08-17 00:00:00
7996,0,2130,2017-09-09 00:00:00,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,1999-06-23 00:00:00
7997,20,2454,2017-11-20 00:00:00,1,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,1999-06-23 00:00:00
7999,14,1780,2017-07-30 00:00:00,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2003-08-05 00:00:00
8000,40,2257,2017-05-21 00:00:00,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02 00:00:00
8001,49,3263,2017-03-13 00:00:00,1,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04 00:00:00
8002,22,705,2017-08-01 00:00:00,1,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12 00:00:00
8003,85,1845,2017-12-09 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,1999-06-23 00:00:00
8004,2,1854,2017-07-20 00:00:00,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2005-10-22 00:00:00
8005,0,2476,2017-11-17 00:00:00,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,2003-02-16 00:00:00
8006,80,3205,2017-04-08 00:00:00,1,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,1997-01-25 00:00:00
8007,83,665,2017-07-24 00:00:00,0,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16 00:00:00
8008,8,2596,2017-06-23 00:00:00,1,Approved,Solex,Road,medium,small,1703.52,1516.13,2005-12-07 00:00:00
8009,7,1418,2017-02-02 00:00:00,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2016-07-09 00:00:00
8010,87,2075,2017-07-19 00:00:00,1,Approved,Giant Bicycles,Standard,high,medium,1179,707.4,1997-08-25 00:00:00
8011,49,3440,2017-10-10 00:00:00,0,Approved,Trek Bicycles,Road,medium,medium,533.51,400.13,2012-06-04 00:00:00
8012,5,3359,2017-05-22 00:00:00,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2011-08-29 00:00:00
8013,11,2369,2017-03-06 00:00:00,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,2005-12-07 00:00:00
8014,65,439,2017-09-22 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21 00:00:00
8015,59,768,2017-09-26 00:00:00,0,Approved,Solex,Standard,medium,large,1061.56,733.58,1993-07-20 00:00:00
8016,68,2921,2017-11-03 00:00:00,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,2010-08-20 00:00:00
8017,79,2608,2017-10-11 00:00:00,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2013-09-16 00:00:00
8018,82,1223,2017-08-19 00:00:00,0,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,2015-08-10 00:00:00
8019,44,363,2017-08-28 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2008-03-19 00:00:00
8020,61,3286,2017-10-13 00:00:00,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17 00:00:00
8021,48,2362,2017-11-15 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,2012-04-10 00:00:00
8022,2,1425,2017-04-27 00:00:00,0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,2011-01-10 00:00:00
8023,91,2496,2017-06-17 00:00:00,1,Approved,Solex,Standard,medium,medium,100.35,75.26,2004-01-16 00:00:00
8024,0,803,2017-04-09 00:00:00,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18 00:00:00
8025,4,3326,2017-11-07 00:00:00,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,1998-12-17 00:00:00
8026,35,3068,2017-10-03 00:00:00,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1994-07-12 00:00:00
8027,15,920,2017-02-08 00:00:00,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,2013-03-12 00:00:00
8030,31,2638,2017-01-23 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,1999-07-20 00:00:00
8031,69,3288,2017-04-11 00:00:00,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,2011-01-10 00:00:00
8032,22,1830,2017-06-11 00:00:00,0,Approved,Solex,Standard,medium,medium,575.27,431.45,2013-03-12 00:00:00
8033,29,2815,2017-01-07 00:00:00,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22 00:00:00
8034,73,624,2017-10-01 00:00:00,0,Approved,Solex,Standard,medium,medium,1945.43,333.18,2002-08-31 00:00:00
8035,9,652,2017-09-24 00:00:00,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1994-07-12 00:00:00
8036,32,404,2017-08-22 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1994-07-12 00:00:00
8038,50,1495,2017-09-11 00:00:00,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1994-07-12 00:00:00
8039,3,949,2017-07-14 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2005-08-09 00:00:00
8040,5,3406,2017-09-07 00:00:00,1,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,2003-02-07 00:00:00
8042,56,1010,2017-05-28 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,1997-10-04 00:00:00
8043,38,457,2017-09-03 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2015-10-18 00:00:00
8044,28,1261,2017-08-13 00:00:00,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05 00:00:00
8045,36,1738,2017-08-09 00:00:00,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2001-11-25 00:00:00
8046,26,151,2017-07-07 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,2015-08-02 00:00:00
8047,21,3371,2017-09-04 00:00:00,1,Approved,Solex,Standard,medium,large,1071.23,380.74,1996-04-05 00:00:00
8048,29,1226,2017-10-08 00:00:00,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1992-10-11 00:00:00
8049,64,738,2017-03-13 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2010-11-05 00:00:00
8050,41,491,2017-10-02 00:00:00,0,Approved,Solex,Road,medium,medium,416.98,312.74,1997-05-10 00:00:00
8051,69,2618,2017-08-20 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1992-10-02 00:00:00
8052,43,3157,2017-10-29 00:00:00,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,2012-04-10 00:00:00
8054,29,1835,2017-12-05 00:00:00,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2002-03-22 00:00:00
8055,19,3233,2017-02-08 00:00:00,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,2011-05-07 00:00:00
8056,93,1103,2017-07-29 00:00:00,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,1997-05-10 00:00:00
8057,25,3289,2017-04-04 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2011-01-10 00:00:00
8058,78,2221,2017-03-27 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,2003-01-05 00:00:00
8059,53,1576,2017-07-21 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,1997-02-09 00:00:00
8060,9,1244,2017-04-16 00:00:00,1,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,2004-08-17 00:00:00
8061,99,2456,2017-01-09 00:00:00,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1994-08-10 00:00:00
8062,0,3481,2017-07-11 00:00:00,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2006-11-10 00:00:00
8063,80,3398,2017-10-26 00:00:00,1,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2015-04-11 00:00:00
8064,85,2023,2017-08-26 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,2000-05-22 00:00:00
8065,55,70,2017-07-13 00:00:00,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,2003-07-21 00:00:00
8066,23,2245,2017-08-05 00:00:00,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,1993-04-12 00:00:00
8067,99,88,2017-06-15 00:00:00,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2006-10-01 00:00:00
8068,92,1926,2017-12-25 00:00:00,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,1993-07-20 00:00:00
8069,10,1834,2017-05-12 00:00:00,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,2003-09-09 00:00:00
8070,38,1616,2017-12-07 00:00:00,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,2002-03-22 00:00:00
8071,76,2155,2017-05-23 00:00:00,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10 00:00:00
8072,65,2705,2017-10-17 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1807.45,778.69,2015-05-21 00:00:00
8073,1,3277,2017-05-21 00:00:00,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14 00:00:00
8075,29,2704,2017-04-04 00:00:00,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,1994-07-12 00:00:00
8076,94,3188,2017-02-22 00:00:00,0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2013-06-09 00:00:00
8077,92,2638,2017-05-22 00:00:00,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,2003-01-05 00:00:00
8078,19,2898,2017-09-14 00:00:00,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,1993-05-26 00:00:00
8079,47,1603,2017-10-15 00:00:00,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2003-02-16 00:00:00
8080,84,716,2017-06-25 00:00:00,1,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18 00:00:00
8081,50,2180,2017-06-29 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,1999-07-20 00:00:00
8082,40,1161,2017-06-16 00:00:00,1,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,2006-02-02 00:00:00
8083,52,1137,2017-08-07 00:00:00,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,2001-11-25 00:00:00
8084,66,1774,2017-02-12 00:00:00,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,1992-10-02 00:00:00
8085,70,211,2017-05-24 00:00:00,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,2011-01-10 00:00:00
8086,25,981,2017-05-19 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04 00:00:00
8088,1,3030,2017-09-14 00:00:00,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14 00:00:00
8089,28,3065,2017-06-30 00:00:00,0,Approved,Solex,Road,medium,small,1703.52,1516.13,2004-08-17 00:00:00
8090,82,585,2017-02-23 00:00:00,1,Approved,Norco Bicycles,Standard,high,medium,1148.64,689.18,1998-12-16 00:00:00
8091,20,2256,2017-03-08 00:00:00,0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,2014-03-03 00:00:00
8092,76,2318,2017-06-18 00:00:00,1,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2011-01-10 00:00:00
8093,29,2621,2017-08-21 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,2000-11-03 00:00:00
8094,0,1323,2017-10-12 00:00:00,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,2006-05-22 00:00:00
8095,44,3184,2017-04-16 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2007-12-11 00:00:00
8096,99,438,2017-07-04 00:00:00,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,2012-04-10 00:00:00
8097,7,2139,2017-10-23 00:00:00,1,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,2014-03-03 00:00:00
8098,99,3445,2017-02-05 00:00:00,1,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,1991-05-06 00:00:00
8099,73,2901,2017-09-26 00:00:00,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,2000-05-22 00:00:00
8100,84,2018,2017-03-13 00:00:00,0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,2004-12-18 00:00:00
8101,90,1037,2017-03-01 00:00:00,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2005-05-10 00:00:00
8102,0,1163,2017-07-14 00:00:00,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,2003-03-18 00:00:00
8103,36,2444,2017-02-07 00:00:00,1,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11 00:00:00
8104,76,346,2017-12-18 00:00:00,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,2014-10-10 00:00:00
8105,91,2094,2017-08-17 00:00:00,0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26 00:00:00
8106,90,58,2017-12-10 00:00:00,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2000-11-03 00:00:00
8107,21,2150,2017-03-21 00:00:00,0,Approved,Solex,Standard,medium,large,1071.23,380.74,1993-07-15 00:00:00
8108,91,2905,2017-10-16 00:00:00,0,Approved,Solex,Standard,medium,medium,100.35,75.26,1999-07-26 00:00:00
8109,8,2388,2017-01-05 00:00:00,1,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16 00:00:00
8110,45,1379,2017-03-11 00:00:00,0,Approved,Solex,Standard,medium,medium,441.49,84.99,2012-04-10 00:00:00
8111,79,1970,2017-12-30 00:00:00,1,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09 00:00:00
8112,0,1338,2017-01-20 00:00:00,0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,2016-12-06 00:00:00
8113,30,1222,2017-03-07 00:00:00,0,Approved,Solex,Standard,high,medium,748.17,448.9,1991-11-10 00:00:00
8114,45,1473,2017-11-28 00:00:00,1,Approved,Solex,Standard,medium,medium,441.49,84.99,2003-02-16 00:00:00
8115,44,1629,2017-08-10 00:00:00,0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,2011-05-09 00:00:00
8117,79,1428,2017-03-02 00:00:00,1,Approved,Solex,Touring,medium,large,2083.94,675.03,2013-09-16 00:00:00
8118,28,2689,2017-08-13 00:00:00,0,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,1991-08-05 00:00:00
8119,64,2184,2017-11-23 00:00:00,0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,2012-05-18 00:00:00
8120,58,1354,2017-08-12 00:00:00,1,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,2015-10-18 00:00:00
8121,24,2409,2017-02-27 00:00:00,1,Approved,Solex,Road,medium,large,1777.8,820.78,2011-05-07 00:00:00
8122,35,935,2017-07-27 00:00:00,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,1992-10-11 00:00:00
8123,89,206,2017-10-05 00:00:00,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,2016-03-29 00:00:00
8124,69,1171,2017-08-24 00:00:00,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,1994-07-12 00:00:00
8125,25,380,2017-11-25 00:00:00,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,2016-02-04 00:00:00
8126,28,3447,2017-04-15 00:00:00,0,Approved,Solex,Road,medium,small,1703.52,1516.13,2011-04-16 00:00:00
8127,2,134,2017-10-10 00:00:00,0,Approved,Solex,Standard,medium,medium,71.49,53.62,2005-08-09 00:00:00
8128,90,2339,2017-02-05 00:00:00,0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,2002-10-10 00:00:00
8129,1,3443,2017-12-01 00:00:00,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,2016-11-14 00:00:00
8130,85,2351,2017-02-15 00:00:00,1,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,2003-01-05 00:00:00
8131,46,723,2017-02-14 00:00:00,0,Approved,Solex,Standard,low,medium,1289.85,74.51,2007-12-11 00:00:00
8132,22,2531,2017-11-21 00:00:00,0,Approved,Solex,Standard,medium,medium,575.27,431.45,2010-05-05 00:00:00
8133,43,1086,2017-10-06 00:00:00,1,Approved,Solex,Standard,medium,medium,1151.96,649.49,1993-04-12 00:00:00
8134,2,525,2017-08-11 00:00:00,1,Approved,Solex,Standard,medium,medium,71.49,53.62,2012-09-15 00:00:00
8135,100,2133,2017-01-26 00:00:00,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,2002-10-10 00:00:00
8136,79,1070,2017-04-19 00:00:00,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,2003-09-09 00:00:00
8137,37,384,2017-03-03 00:00:00,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,1999-07-20 00:00:00
8138,0,2154,2017-05-28 00:00:00,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,2016-11-22 00:00:00
8139,70,28,2017-01-31 00:00:00,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,1995-10-24 00:00:00
8140,61,3360,2017-03-03 00:00:00,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,2015-06-17 00:00:00
8141,94,2958,2017-02-19 00:00:00,1,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,2002-10-10 00:00:00
